,date,channel,spend,impressions,clicks,conversions,revenue,Click Through Rate,Profit Per Ad,Conversion Rate,Return on Ad Spend,month
28,2024-01-08,Google Ads,414.0,6121,323,41,804.64,0.05276915536677013,390.64,0.12693498452012383,1.943574879227053,2024-01
29,2024-01-08,Facebook Ads,282.43,4681,174,11,237.97,0.03717154454176458,-44.46000000000001,0.06321839080459771,0.8425804624154658,2024-01
30,2024-01-08,Instagram,182.9,8523,409,30,1275.19,0.04798779772380617,1092.29,0.07334963325183375,6.972061235647895,2024-01
31,2024-01-08,Email,162.79,2801,236,38,1657.5,0.08425562299178865,1494.71,0.16101694915254236,10.181829350697218,2024-01
32,2024-01-09,Google Ads,462.58,3910,307,27,323.5,0.07851662404092072,-139.07999999999998,0.08794788273615635,0.6993384928012452,2024-01
33,2024-01-09,Facebook Ads,436.56,10274,339,31,786.86,0.0329959120109013,350.3,0.09144542772861357,1.8024097489463076,2024-01
34,2024-01-09,Instagram,278.81,3194,156,12,386.89,0.048841577958672514,108.07999999999998,0.07692307692307693,1.3876475018830028,2024-01
35,2024-01-09,Email,152.74,12619,1094,178,8770.24,0.08669466677232744,8617.5,0.16270566727605118,57.41940552572999,2024-01
36,2024-01-10,Google Ads,530.91,9549,584,48,1989.24,0.06115823646455126,1458.33,0.0821917808219178,3.7468497485449515,2024-01
37,2024-01-10,Facebook Ads,446.42,7476,319,20,510.49,0.04266987693953986,64.07,0.06269592476489028,1.1435195555754671,2024-01
38,2024-01-10,Instagram,262.79,7948,245,17,199.98,0.030825364871665827,-62.81000000000003,0.06938775510204082,0.7609878610297195,2024-01
39,2024-01-10,Email,134.26,13623,1132,192,11378.11,0.08309476620421347,11243.85,0.1696113074204947,84.74683450022346,2024-01
40,2024-01-11,Google Ads,221.04,11524,525,48,2583.68,0.04555709822978132,2362.64,0.09142857142857143,11.688744118711545,2024-01
41,2024-01-11,Facebook Ads,461.15,10371,368,28,623.15,0.035483559926718734,162.0,0.07608695652173914,1.351295673858831,2024-01
42,2024-01-11,Instagram,221.58,4080,228,12,218.99,0.05588235294117647,-2.5900000000000034,0.05263157894736842,0.9883112194241357,2024-01
43,2024-01-11,Email,70.23,14498,1363,205,11592.29,0.09401296730583529,11522.060000000001,0.1504035216434336,165.06179695286914,2024-01
44,2024-01-12,Google Ads,738.85,8808,509,17,214.84,0.05778837420526794,-524.01,0.03339882121807466,0.29077620626649525,2024-01
45,2024-01-12,Facebook Ads,481.95,3186,94,7,145.18,0.029504080351537978,-336.77,0.07446808510638298,0.3012345679012346,2024-01
46,2024-01-12,Instagram,381.44,8106,395,19,702.1,0.048729336294103136,320.66,0.04810126582278481,1.8406564597315438,2024-01
47,2024-01-12,Email,173.47,9922,1105,158,8445.56,0.11136867567022778,8272.09,0.1429864253393665,48.68599757883207,2024-01
48,2024-01-13,Google Ads,487.05,3271,191,15,528.79,0.058391929073677774,41.73999999999995,0.07853403141361257,1.085699620162201,2024-01
49,2024-01-13,Facebook Ads,233.24,10639,562,38,751.97,0.052824513582103584,518.73,0.06761565836298933,3.2240181787000513,2024-01
50,2024-01-13,Instagram,131.07,4755,228,15,819.73,0.04794952681388013,688.6600000000001,0.06578947368421052,6.25413900968948,2024-01
51,2024-01-13,Email,55.85,12308,1173,152,8760.91,0.09530386740331492,8705.06,0.12958226768968456,156.86499552372425,2024-01
52,2024-01-14,Google Ads,694.46,11629,492,18,846.58,0.04230802304583369,152.12,0.036585365853658534,1.2190478933271895,2024-01
53,2024-01-14,Facebook Ads,329.39,12306,428,36,1859.29,0.03477978222005526,1529.9,0.08411214953271028,5.644646164121558,2024-01
54,2024-01-14,Instagram,342.34,8462,465,21,1058.31,0.054951548097376506,715.97,0.04516129032258064,3.0914003622130046,2024-01
55,2024-01-14,Email,194.73,5329,502,71,2624.89,0.09420153875023457,2430.16,0.14143426294820718,13.479638473784215,2024-01
56,2024-01-15,Google Ads,342.66,7983,337,38,1234.59,0.04221470625078291,891.9299999999998,0.11275964391691394,3.6029592015408856,2024-01
57,2024-01-15,Facebook Ads,212.65,10287,273,26,872.15,0.026538349372995044,659.5,0.09523809523809523,4.101340230425582,2024-01
58,2024-01-15,Instagram,202.74,11260,515,41,2439.32,0.04573712255772647,2236.58,0.07961165048543689,12.03176482193943,2024-01
59,2024-01-15,Email,125.15,11293,1318,181,4296.96,0.1167094660409103,4171.81,0.13732928679817905,34.33447862564922,2024-01
60,2024-01-16,Google Ads,416.79,5141,356,41,2064.46,0.06924722816572651,1647.67,0.1151685393258427,4.953237841598886,2024-01
61,2024-01-16,Facebook Ads,273.1,6891,230,12,461.74,0.03337686837904513,188.64,0.05217391304347826,1.69073599414134,2024-01
62,2024-01-16,Instagram,385.13,14893,615,29,997.2,0.04129456791781374,612.07,0.04715447154471545,2.5892555760392595,2024-01
63,2024-01-16,Email,148.51,3398,361,55,3066.8,0.10623896409652737,2918.29,0.1523545706371191,20.650461248400784,2024-01
64,2024-01-17,Google Ads,568.94,14490,737,71,2338.08,0.050862663906142164,1769.1399999999999,0.09633649932157395,4.109537033782121,2024-01
65,2024-01-17,Facebook Ads,361.78,6585,314,23,1175.7,0.04768413059984814,813.9200000000001,0.0732484076433121,3.249765050583228,2024-01
66,2024-01-17,Instagram,174.6,6835,363,11,233.0,0.05310899780541331,58.400000000000006,0.030303030303030304,1.334478808705613,2024-01
67,2024-01-17,Email,190.4,13032,1290,190,5821.12,0.09898710865561694,5630.72,0.14728682170542637,30.573109243697477,2024-01
68,2024-01-18,Google Ads,354.63,5270,256,27,1433.52,0.04857685009487666,1078.8899999999999,0.10546875,4.042297605955503,2024-01
69,2024-01-18,Facebook Ads,293.86,11105,737,88,2496.36,0.06636650157586672,2202.5,0.11940298507462686,8.49506567753352,2024-01
70,2024-01-18,Instagram,395.65,12198,599,36,1267.69,0.04910641088703066,872.0400000000001,0.06010016694490818,3.2040692531277646,2024-01
71,2024-01-18,Email,63.34,7138,758,128,5750.7,0.10619221070327822,5687.36,0.16886543535620052,90.79096937164508,2024-01
72,2024-01-19,Google Ads,265.59,2280,121,12,696.53,0.05307017543859649,430.94,0.09917355371900827,2.6225761512105126,2024-01
73,2024-01-19,Facebook Ads,278.98,8065,369,17,786.48,0.045753254804711714,507.5,0.04607046070460705,2.819126819126819,2024-01
74,2024-01-19,Instagram,346.2,3471,172,6,249.04,0.049553442811869776,-97.16,0.03488372093023256,0.7193529751588678,2024-01
75,2024-01-19,Email,194.69,8310,907,135,1457.4,0.10914560770156438,1262.71,0.14884233737596472,7.485746571472598,2024-01
76,2024-01-20,Google Ads,251.63,6929,202,18,215.47,0.029152835907057296,-36.16,0.0891089108910891,0.8562969439256051,2024-01
77,2024-01-20,Facebook Ads,274.88,14430,600,57,3230.1,0.04158004158004158,2955.22,0.095,11.750945867287543,2024-01
78,2024-01-20,Instagram,212.72,3520,119,9,94.38,0.03380681818181818,-118.34,0.07563025210084033,0.4436818352764197,2024-01
79,2024-01-20,Email,195.39,8978,1036,177,9969.87,0.11539318333704611,9774.480000000001,0.17084942084942084,51.02548748656534,2024-01
80,2024-01-21,Google Ads,649.73,4945,303,7,150.22,0.06127401415571284,-499.51,0.0231023102310231,0.23120373078047804,2024-01
81,2024-01-21,Facebook Ads,278.94,11749,550,39,1759.88,0.04681249468039833,1480.94,0.07090909090909091,6.309170430917043,2024-01
82,2024-01-21,Instagram,367.74,2959,123,3,166.63,0.04156809733017911,-201.11,0.024390243902439025,0.45311905150377985,2024-01
83,2024-01-21,Email,68.58,5540,581,55,1237.39,0.10487364620938629,1168.8100000000002,0.09466437177280551,18.043015456401285,2024-01
84,2024-01-22,Google Ads,241.35,10564,516,58,2022.44,0.048845134418780765,1781.0900000000001,0.1124031007751938,8.379697534700643,2024-01
85,2024-01-22,Facebook Ads,252.25,3614,118,11,635.62,0.0326508024349751,383.37,0.09322033898305085,2.5198017839444997,2024-01
86,2024-01-22,Instagram,146.56,11167,621,41,679.6,0.05561028029014059,533.04,0.06602254428341385,4.637008733624454,2024-01
87,2024-01-22,Email,178.96,5958,725,96,2138.46,0.12168512923799933,1959.5,0.13241379310344828,11.94937416182387,2024-01
88,2024-01-23,Google Ads,479.68,13136,927,59,1163.05,0.07056942752740561,683.3699999999999,0.06364617044228695,2.4246372581721145,2024-01
89,2024-01-23,Facebook Ads,405.33,14467,563,36,1786.81,0.03891615400566807,1381.48,0.06394316163410302,4.408284607603681,2024-01
90,2024-01-23,Instagram,243.14,8700,407,26,279.13,0.0467816091954023,35.99000000000001,0.06388206388206388,1.148021715883853,2024-01
91,2024-01-23,Email,103.29,5798,621,106,1504.87,0.10710589858571921,1401.58,0.1706924315619968,14.569367799399746,2024-01
92,2024-01-24,Google Ads,519.14,13825,842,96,3830.43,0.06090415913200723,3311.29,0.11401425178147269,7.378414300574026,2024-01
93,2024-01-24,Facebook Ads,556.74,2909,82,2,103.19,0.028188380886902717,-453.55,0.024390243902439025,0.1853468405359773,2024-01
94,2024-01-24,Instagram,197.24,10793,585,23,1031.81,0.05420179746131752,834.5699999999999,0.039316239316239315,5.231241127560332,2024-01
95,2024-01-24,Email,181.3,7371,705,96,2830.49,0.09564509564509564,2649.1899999999996,0.13617021276595745,15.612189740761167,2024-01
96,2024-01-25,Google Ads,483.42,2819,151,20,541.71,0.0535650940049663,58.29000000000002,0.13245033112582782,1.120578379049274,2024-01
97,2024-01-25,Facebook Ads,366.73,5443,279,21,210.73,0.05125849715230572,-156.00000000000003,0.07526881720430108,0.574618929457639,2024-01
98,2024-01-25,Instagram,269.78,4366,284,6,134.16,0.06504809894640404,-135.61999999999998,0.02112676056338028,0.4972940914819483,2024-01
99,2024-01-25,Email,154.53,4103,357,55,2043.2,0.08700950524006824,1888.67,0.15406162464985995,13.222028085161458,2024-01
100,2024-01-26,Google Ads,551.67,3512,179,15,437.56,0.05096810933940774,-114.10999999999996,0.08379888268156424,0.7931553283665961,2024-01
101,2024-01-26,Facebook Ads,311.0,11835,349,18,531.22,0.029488804393747358,220.22000000000003,0.05157593123209169,1.7081028938906753,2024-01
102,2024-01-26,Instagram,289.11,7203,306,13,638.48,0.0424822990420658,349.37,0.042483660130718956,2.2084327764518696,2024-01
103,2024-01-26,Email,51.53,10188,1153,161,7622.12,0.11317235963879073,7570.59,0.1396357328707719,147.9161653405783,2024-01
104,2024-01-27,Google Ads,479.71,13868,701,66,855.36,0.05054802422843957,375.65000000000003,0.09415121255349501,1.783077275854162,2024-01
105,2024-01-27,Facebook Ads,203.98,9167,491,39,1146.58,0.0535616886658667,942.5999999999999,0.07942973523421588,5.621041278556721,2024-01
106,2024-01-27,Instagram,214.92,2624,156,4,51.43,0.05945121951219512,-163.48999999999998,0.02564102564102564,0.23929834356970037,2024-01
107,2024-01-27,Email,130.43,5900,579,88,2296.64,0.09813559322033898,2166.21,0.15198618307426598,17.608218968028826,2024-01
108,2024-01-28,Google Ads,295.97,11527,699,72,3089.2,0.06064023596772794,2793.2299999999996,0.10300429184549356,10.437544345710712,2024-01
109,2024-01-28,Facebook Ads,264.67,9156,263,22,671.85,0.02872433377020533,407.18,0.08365019011406843,2.538444100200249,2024-01
110,2024-01-28,Instagram,196.73,12209,588,18,646.35,0.04816119256286346,449.62,0.030612244897959183,3.28546739185686,2024-01
111,2024-01-28,Email,157.65,12346,1349,218,11836.98,0.10926615907986392,11679.33,0.16160118606375093,75.08392007611798,2024-01
112,2024-01-29,Google Ads,530.92,8759,461,50,2411.12,0.05263157894736842,1880.1999999999998,0.10845986984815618,4.541399834249981,2024-01
113,2024-01-29,Facebook Ads,174.76,9636,373,26,1002.51,0.03870900788709008,827.75,0.06970509383378017,5.736495765621424,2024-01
114,2024-01-29,Instagram,147.36,2582,161,10,498.31,0.06235476374903176,350.95,0.062111801242236024,3.3815825190010855,2024-01
115,2024-01-29,Email,136.54,11343,1131,194,10432.35,0.09970907167416028,10295.81,0.17152961980548187,76.40508275963089,2024-01
116,2024-01-30,Google Ads,287.7,5823,382,48,1610.84,0.06560192340717844,1323.1399999999999,0.1256544502617801,5.599026763990268,2024-01
117,2024-01-30,Facebook Ads,198.58,8596,183,8,155.22,0.021288971614704513,-43.360000000000014,0.04371584699453552,0.7816497129620303,2024-01
118,2024-01-30,Instagram,301.62,10272,484,45,2368.35,0.047118380062305294,2066.73,0.09297520661157024,7.852098667197135,2024-01
119,2024-01-30,Email,182.27,7332,664,107,1514.41,0.09056192034915439,1332.14,0.16114457831325302,8.308608108849509,2024-01
120,2024-01-31,Google Ads,348.34,2594,172,21,1017.46,0.06630686198920586,669.1200000000001,0.12209302325581395,2.920881896997187,2024-01
121,2024-01-31,Facebook Ads,715.94,7921,380,5,277.72,0.047973740689306904,-438.22,0.013157894736842105,0.38790960136324276,2024-01
122,2024-01-31,Instagram,345.25,11938,507,34,430.53,0.04246942536438264,85.27999999999997,0.0670611439842209,1.247009413468501,2024-01
123,2024-01-31,Email,146.21,6808,664,98,5847.83,0.09753231492361927,5701.62,0.14759036144578314,39.996101497845565,2024-01
124,2024-02-01,Google Ads,589.68,12634,909,106,2111.29,0.0719487098306158,1521.6100000000001,0.11661166116611661,3.5803995387328724,2024-02
125,2024-02-01,Facebook Ads,233.03,7102,269,27,1476.52,0.037876654463531396,1243.49,0.10037174721189591,6.336179891001159,2024-02
126,2024-02-01,Instagram,188.12,5384,244,17,577.36,0.045319465081723624,389.24,0.06967213114754098,3.0691048267063574,2024-02
127,2024-02-01,Email,109.01,14199,1416,249,10400.28,0.09972533276991337,10291.27,0.17584745762711865,95.4066599394551,2024-02
128,2024-02-02,Google Ads,406.57,11879,796,85,2801.24,0.06700900749221315,2394.6699999999996,0.10678391959798995,6.889932852891261,2024-02
129,2024-02-02,Facebook Ads,259.59,5884,330,28,532.97,0.056084296397008834,273.38000000000005,0.08484848484848485,2.0531222312107555,2024-02
130,2024-02-02,Instagram,293.23,14481,623,18,692.37,0.04302189075340101,399.14,0.028892455858747994,2.3611840534733823,2024-02
131,2024-02-02,Email,141.74,14667,1444,165,2620.52,0.09845230790209314,2478.7799999999997,0.11426592797783934,18.488217863694086,2024-02
132,2024-02-03,Google Ads,588.63,9050,481,47,1942.06,0.053149171270718235,1353.4299999999998,0.09771309771309772,3.2992881776328082,2024-02
133,2024-02-03,Facebook Ads,308.7,8371,330,30,797.47,0.03942181340341656,488.77000000000004,0.09090909090909091,2.583317136378361,2024-02
134,2024-02-03,Instagram,176.94,3903,227,8,120.27,0.05816038944401742,-56.67,0.03524229074889868,0.6797219396405562,2024-02
135,2024-02-03,Email,85.33,9093,943,132,7417.82,0.1037061475860552,7332.49,0.13997879109225875,86.93097386616664,2024-02
136,2024-02-04,Google Ads,341.79,9775,684,89,4416.72,0.06997442455242966,4074.9300000000003,0.1301169590643275,12.922320723251119,2024-02
137,2024-02-04,Facebook Ads,437.97,9111,310,19,753.1,0.03402480518055098,315.13,0.06129032258064516,1.719524168322031,2024-02
138,2024-02-04,Instagram,340.65,11293,511,17,831.36,0.045249269458956874,490.71000000000004,0.033268101761252444,2.4405107881990316,2024-02
139,2024-02-04,Email,83.75,14182,1154,161,5725.63,0.08137075165703003,5641.88,0.13951473136915077,68.36573134328358,2024-02
140,2024-02-05,Google Ads,308.15,10599,592,86,1552.04,0.05585432587979998,1243.8899999999999,0.14527027027027026,5.036638000973552,2024-02
141,2024-02-05,Facebook Ads,435.84,7664,365,6,120.67,0.04762526096033403,-315.16999999999996,0.01643835616438356,0.276867657856094,2024-02
142,2024-02-05,Instagram,310.03,11652,505,24,936.64,0.043340199107449365,626.61,0.047524752475247525,3.021126987710867,2024-02
143,2024-02-05,Email,88.1,9020,982,130,4336.13,0.10886917960088692,4248.03,0.13238289205702647,49.218274687854716,2024-02
144,2024-02-06,Google Ads,462.46,8908,501,46,2659.94,0.05624158060170633,2197.48,0.09181636726546906,5.751719067595036,2024-02
145,2024-02-06,Facebook Ads,329.24,10586,395,23,1259.04,0.03731343283582089,929.8,0.05822784810126582,3.8240796987000363,2024-02
146,2024-02-06,Instagram,394.58,13025,520,46,671.78,0.039923224568138196,277.2,0.08846153846153847,1.7025191342693498,2024-02
147,2024-02-06,Email,161.15,7481,704,114,5835.35,0.09410506616762465,5674.200000000001,0.16193181818181818,36.21067328575861,2024-02
148,2024-02-07,Google Ads,488.88,4652,353,41,989.63,0.07588134135855545,500.75,0.11614730878186968,2.024279986908853,2024-02
149,2024-02-07,Facebook Ads,694.72,14965,627,13,491.5,0.041897761443367855,-203.22000000000003,0.02073365231259968,0.7074792722247811,2024-02
150,2024-02-07,Instagram,284.97,5639,295,17,801.28,0.0523142401134953,516.31,0.0576271186440678,2.8118047513773377,2024-02
151,2024-02-07,Email,228.22,2168,221,11,456.95,0.10193726937269372,228.73,0.049773755656108594,2.0022346858294626,2024-02
152,2024-02-08,Google Ads,233.51,8839,633,70,1693.9,0.07161443602217446,1460.39,0.11058451816745656,7.254079054430218,2024-02
153,2024-02-08,Facebook Ads,192.0,8537,297,26,1411.67,0.0347897387841162,1219.67,0.08754208754208755,7.352447916666667,2024-02
154,2024-02-08,Instagram,137.74,12175,568,28,1000.93,0.04665297741273101,863.1899999999999,0.04929577464788732,7.26680702773341,2024-02
155,2024-02-08,Email,179.09,6220,627,88,3408.95,0.10080385852090032,3229.8599999999997,0.14035087719298245,19.034842816460994,2024-02
156,2024-02-09,Google Ads,441.42,14760,821,84,4401.32,0.05562330623306233,3959.8999999999996,0.1023142509135201,9.970821439898508,2024-02
157,2024-02-09,Facebook Ads,195.07,4236,149,12,174.67,0.03517469310670444,-20.400000000000006,0.08053691275167785,0.8954221561490746,2024-02
158,2024-02-09,Instagram,330.05,11832,687,39,684.21,0.05806288032454361,354.16,0.056768558951965066,2.073049537948796,2024-02
159,2024-02-09,Email,105.39,9100,874,125,7395.99,0.09604395604395605,7290.599999999999,0.14302059496567507,70.17734130372901,2024-02
160,2024-02-10,Google Ads,399.88,13911,700,64,2442.1,0.05031989073395155,2042.2199999999998,0.09142857142857143,6.107082124637391,2024-02
161,2024-02-10,Facebook Ads,158.18,10225,339,25,608.3,0.03315403422982885,450.11999999999995,0.07374631268436578,3.845618915159944,2024-02
162,2024-02-10,Instagram,327.88,8570,476,24,489.23,0.05554259043173862,161.35000000000002,0.05042016806722689,1.4921007685738685,2024-02
163,2024-02-10,Email,72.98,14153,1416,256,8117.39,0.10004945947855579,8044.410000000001,0.1807909604519774,111.22759660180871,2024-02
164,2024-02-11,Google Ads,464.45,9252,504,63,1944.08,0.054474708171206226,1479.6299999999999,0.125,4.185768112821617,2024-02
165,2024-02-11,Facebook Ads,303.42,14618,303,26,1419.71,0.02072786974962375,1116.29,0.0858085808580858,4.679025772856107,2024-02
166,2024-02-11,Instagram,263.86,10337,478,32,1718.08,0.04624165618651446,1454.2199999999998,0.06694560669456066,6.511331766846054,2024-02
167,2024-02-11,Email,157.45,6358,505,24,1408.65,0.07942749292230261,1251.2,0.047524752475247525,8.946649730073041,2024-02
168,2024-02-12,Google Ads,219.57,8325,439,47,762.07,0.05273273273273273,542.5,0.1070615034168565,3.470738261146787,2024-02
169,2024-02-12,Facebook Ads,279.99,3673,128,13,205.94,0.034848897359107,-74.05000000000001,0.1015625,0.7355262687953141,2024-02
170,2024-02-12,Instagram,336.46,6675,363,23,1050.12,0.05438202247191011,713.6599999999999,0.06336088154269973,3.1210842299233192,2024-02
171,2024-02-12,Email,101.46,5169,426,68,1103.81,0.0824143934997098,1002.3499999999999,0.1596244131455399,10.8792627636507,2024-02
172,2024-02-13,Google Ads,503.11,4805,281,30,803.71,0.05848074921956296,300.6,0.10676156583629894,1.5974836516865099,2024-02
173,2024-02-13,Facebook Ads,344.6,8145,295,20,619.36,0.03621853898096992,274.76,0.06779661016949153,1.7973302379570515,2024-02
174,2024-02-13,Instagram,327.44,11986,664,36,1354.47,0.05539796429167362,1027.03,0.05421686746987952,4.136544099682385,2024-02
175,2024-02-13,Email,214.84,10743,1056,52,1642.75,0.09829656520524993,1427.91,0.04924242424242424,7.6463880096816235,2024-02
176,2024-02-14,Google Ads,367.0,4302,264,30,332.72,0.061366806136680614,-34.27999999999997,0.11363636363636363,0.9065940054495913,2024-02
177,2024-02-14,Facebook Ads,382.53,9373,498,36,788.63,0.053131334684732745,406.1,0.07228915662650602,2.0616160823987664,2024-02
178,2024-02-14,Instagram,254.1,3386,183,11,556.28,0.05404607206142942,302.17999999999995,0.060109289617486336,2.1892168437622983,2024-02
179,2024-02-14,Email,60.94,7512,880,150,3495.09,0.11714589989350373,3434.15,0.17045454545454544,57.35297013455859,2024-02
180,2024-02-15,Google Ads,226.68,13725,743,89,3841.2,0.054134790528233154,3614.52,0.11978465679676985,16.945473795659076,2024-02
181,2024-02-15,Facebook Ads,394.87,11047,564,53,1537.28,0.051054584955191454,1142.4099999999999,0.09397163120567376,3.8931293843543444,2024-02
182,2024-02-15,Instagram,244.84,5481,372,18,898.33,0.06787082649151614,653.49,0.04838709677419355,3.66904917497141,2024-02
183,2024-02-15,Email,55.29,9514,1099,178,4102.76,0.11551397939878075,4047.4700000000003,0.16196542311191992,74.20437692168566,2024-02
184,2024-02-16,Google Ads,509.57,13201,894,127,4788.66,0.06772214226194985,4279.09,0.14205816554809844,9.397452754283023,2024-02
185,2024-02-16,Facebook Ads,229.09,10645,494,46,758.12,0.04640676373884453,529.03,0.0931174089068826,3.309267100266271,2024-02
186,2024-02-16,Instagram,379.83,12069,596,21,1061.36,0.04938271604938271,681.53,0.03523489932885906,2.794302714372219,2024-02
187,2024-02-16,Email,128.0,3318,367,62,1994.28,0.1106088004822182,1866.28,0.16893732970027248,15.5803125,2024-02
188,2024-02-17,Google Ads,258.52,4522,298,49,789.36,0.0659000442282176,530.84,0.1644295302013423,3.0533807829181496,2024-02
189,2024-02-17,Facebook Ads,367.64,9903,529,25,339.39,0.05341815611430879,-28.25,0.04725897920604915,0.9231585246436732,2024-02
190,2024-02-17,Instagram,290.01,9783,424,25,652.04,0.04334048860267811,362.03,0.0589622641509434,2.2483362642667495,2024-02
191,2024-02-17,Email,191.48,12662,1336,187,3776.69,0.10551255725793714,3585.21,0.13997005988023953,19.723678713181535,2024-02
192,2024-02-18,Google Ads,304.16,11531,822,100,1380.21,0.07128609834359552,1076.05,0.12165450121654502,4.537776170436612,2024-02
193,2024-02-18,Facebook Ads,446.19,3416,162,17,346.16,0.04742388758782201,-100.02999999999997,0.10493827160493827,0.7758129944642418,2024-02
194,2024-02-18,Instagram,321.92,2282,123,4,62.88,0.05390008764241893,-259.04,0.032520325203252036,0.19532803180914513,2024-02
195,2024-02-18,Email,114.95,2896,294,36,1926.53,0.10151933701657459,1811.58,0.12244897959183673,16.759721618094822,2024-02
196,2024-02-19,Google Ads,359.75,9396,686,94,2466.34,0.07300979140059599,2106.59,0.13702623906705538,6.855705350938152,2024-02
197,2024-02-19,Facebook Ads,455.76,13779,608,43,2384.19,0.04412511793308658,1928.43,0.07072368421052631,5.231240126382307,2024-02
198,2024-02-19,Instagram,307.58,2781,152,11,428.13,0.05465659834591873,120.55000000000001,0.07236842105263158,1.3919305546524483,2024-02
199,2024-02-19,Email,73.99,13014,1608,261,4829.57,0.1235592438911941,4755.58,0.1623134328358209,65.27328017299635,2024-02
200,2024-02-20,Google Ads,443.01,11910,660,18,963.61,0.055415617128463476,520.6,0.02727272727272727,2.1751427733008284,2024-02
201,2024-02-20,Facebook Ads,344.58,2468,61,3,54.62,0.02471636952998379,-289.96,0.04918032786885246,0.1585118114806431,2024-02
202,2024-02-20,Instagram,202.55,5404,194,14,820.41,0.035899333826794964,617.8599999999999,0.07216494845360824,4.050407306837817,2024-02
203,2024-02-20,Email,198.28,4097,369,61,1450.67,0.09006590187942397,1252.39,0.16531165311653118,7.316269921323381,2024-02
204,2024-02-21,Google Ads,211.8,9023,439,49,2723.75,0.048653441205807384,2511.95,0.11161731207289294,12.860009442870632,2024-02
