date,channel,spend,impressions,clicks,conversions,revenue
2024-01-25,Google Ads,483.42,2819,151,20,541.71
2024-01-25,Facebook Ads,366.73,5443,279,21,210.73
2024-01-25,Instagram,269.78,4366,284,6,134.16
2024-01-25,Email,154.53,4103,357,55,2043.2
2024-01-26,Google Ads,551.67,3512,179,15,437.56
2024-01-26,Facebook Ads,311.0,11835,349,18,531.22
2024-01-26,Instagram,289.11,7203,306,13,638.48
2024-01-26,Email,51.53,10188,1153,161,7622.12
2024-01-27,Google Ads,479.71,13868,701,66,855.36
2024-01-27,Facebook Ads,203.98,9167,491,39,1146.58
2024-01-27,Instagram,214.92,2624,156,4,51.43
2024-01-27,Email,130.43,5900,579,88,2296.64
2024-01-28,Google Ads,295.97,11527,699,72,3089.2
2024-01-28,Facebook Ads,264.67,9156,263,22,671.85
2024-01-28,Instagram,196.73,12209,588,18,646.35
2024-01-28,Email,157.65,12346,1349,218,11836.98
2024-01-29,Google Ads,530.92,8759,461,50,2411.12
2024-01-29,Facebook Ads,174.76,9636,373,26,1002.51
2024-01-29,Instagram,147.36,2582,161,10,498.31
2024-01-29,Email,136.54,11343,1131,194,10432.35
2024-01-30,Google Ads,287.7,5823,382,48,1610.84
2024-01-30,Facebook Ads,198.58,8596,183,8,155.22
2024-01-30,Instagram,301.62,10272,484,45,2368.35
2024-01-30,Email,182.27,7332,664,107,1514.41
2024-01-31,Google Ads,348.34,2594,172,21,1017.46
2024-01-31,Facebook Ads,715.94,7921,380,5,277.72
2024-01-31,Instagram,345.25,11938,507,34,430.53
2024-01-31,Email,146.21,6808,664,98,5847.83
2024-02-01,Google Ads,589.68,12634,909,106,2111.29
2024-02-01,Facebook Ads,233.03,7102,269,27,1476.52
2024-02-01,Instagram,188.12,5384,244,17,577.36
2024-02-01,Email,109.01,14199,1416,249,10400.28
2024-02-02,Google Ads,406.57,11879,796,85,2801.24
2024-02-02,Facebook Ads,259.59,5884,330,28,532.97
2024-02-02,Instagram,293.23,14481,623,18,692.37
2024-02-02,Email,141.74,14667,1444,165,2620.52
2024-02-03,Google Ads,588.63,9050,481,47,1942.06
2024-02-03,Facebook Ads,308.7,8371,330,30,797.47
2024-02-03,Instagram,176.94,3903,227,8,120.27
2024-02-03,Email,85.33,9093,943,132,7417.82
2024-02-04,Google Ads,341.79,9775,684,89,4416.72
2024-02-04,Facebook Ads,437.97,9111,310,19,753.1
2024-02-04,Instagram,340.65,11293,511,17,831.36
2024-02-04,Email,83.75,14182,1154,161,5725.63
2024-02-05,Google Ads,308.15,10599,592,86,1552.04
2024-02-05,Facebook Ads,435.84,7664,365,6,120.67
2024-02-05,Instagram,310.03,11652,505,24,936.64
2024-02-05,Email,88.1,9020,982,130,4336.13
2024-02-06,Google Ads,462.46,8908,501,46,2659.94
2024-02-06,Facebook Ads,329.24,10586,395,23,1259.04
2024-02-06,Instagram,394.58,13025,520,46,671.78
2024-02-06,Email,161.15,7481,704,114,5835.35
2024-02-07,Google Ads,488.88,4652,353,41,989.63
2024-02-07,Facebook Ads,694.72,14965,627,13,491.5
2024-02-07,Instagram,284.97,5639,295,17,801.28
2024-02-07,Email,228.22,2168,221,11,456.95
2024-02-08,Google Ads,233.51,8839,633,70,1693.9
2024-02-08,Facebook Ads,192.0,8537,297,26,1411.67
2024-02-08,Instagram,137.74,12175,568,28,1000.93
2024-02-08,Email,179.09,6220,627,88,3408.95
2024-02-09,Google Ads,441.42,14760,821,84,4401.32
2024-02-09,Facebook Ads,195.07,4236,149,12,174.67
2024-02-09,Instagram,330.05,11832,687,39,684.21
2024-02-09,Email,105.39,9100,874,125,7395.99
2024-02-10,Google Ads,399.88,13911,700,64,2442.1
2024-02-10,Facebook Ads,158.18,10225,339,25,608.3
2024-02-10,Instagram,327.88,8570,476,24,489.23
2024-02-10,Email,72.98,14153,1416,256,8117.39
2024-02-11,Google Ads,464.45,9252,504,63,1944.08
2024-02-11,Facebook Ads,303.42,14618,303,26,1419.71
2024-02-11,Instagram,263.86,10337,478,32,1718.08
2024-02-11,Email,157.45,6358,505,24,1408.65
2024-02-12,Google Ads,219.57,8325,439,47,762.07
2024-02-12,Facebook Ads,279.99,3673,128,13,205.94
2024-02-12,Instagram,336.46,6675,363,23,1050.12
2024-02-12,Email,101.46,5169,426,68,1103.81
2024-02-13,Google Ads,503.11,4805,281,30,803.71
2024-02-13,Facebook Ads,344.6,8145,295,20,619.36
2024-02-13,Instagram,327.44,11986,664,36,1354.47
2024-02-13,Email,214.84,10743,1056,52,1642.75
2024-02-14,Google Ads,367.0,4302,264,30,332.72
2024-02-14,Facebook Ads,382.53,9373,498,36,788.63
2024-02-14,Instagram,254.1,3386,183,11,556.28
2024-02-14,Email,60.94,7512,880,150,3495.09
2024-02-15,Google Ads,226.68,13725,743,89,3841.2
2024-02-15,Facebook Ads,394.87,11047,564,53,1537.28
2024-02-15,Instagram,244.84,5481,372,18,898.33
2024-02-15,Email,55.29,9514,1099,178,4102.76
2024-02-16,Google Ads,509.57,13201,894,127,4788.66
2024-02-16,Facebook Ads,229.09,10645,494,46,758.12
2024-02-16,Instagram,379.83,12069,596,21,1061.36
2024-02-16,Email,128.0,3318,367,62,1994.28
2024-02-17,Google Ads,258.52,4522,298,49,789.36
2024-02-17,Facebook Ads,367.64,9903,529,25,339.39
2024-02-17,Instagram,290.01,9783,424,25,652.04
2024-02-17,Email,191.48,12662,1336,187,3776.69
2024-02-18,Google Ads,304.16,11531,822,100,1380.21
2024-02-18,Facebook Ads,446.19,3416,162,17,346.16
2024-02-18,Instagram,321.92,2282,123,4,62.88
2024-02-18,Email,114.95,2896,294,36,1926.53
2024-02-19,Google Ads,359.75,9396,686,94,2466.34
2024-02-19,Facebook Ads,455.76,13779,608,43,2384.19
2024-02-19,Instagram,307.58,2781,152,11,428.13
2024-02-19,Email,73.99,13014,1608,261,4829.57
2024-02-20,Google Ads,443.01,11910,660,18,963.61
2024-02-20,Facebook Ads,344.58,2468,61,3,54.62
2024-02-20,Instagram,202.55,5404,194,14,820.41
2024-02-20,Email,198.28,4097,369,61,1450.67
2024-02-21,Google Ads,211.8,9023,439,49,2723.75
2024-02-21,Facebook Ads,251.97,11028,396,35,572.54
2024-02-21,Instagram,228.23,8954,561,31,974.84
2024-02-21,Email,128.41,3035,338,50,1827.79
2024-02-22,Google Ads,210.26,11116,488,49,1395.94
2024-02-22,Facebook Ads,267.52,5791,196,15,319.32
2024-02-22,Instagram,365.43,7565,449,28,1408.15
2024-02-22,Email,142.92,9746,943,136,1738.62
2024-02-23,Google Ads,445.99,9910,747,54,738.51
2024-02-23,Facebook Ads,178.02,4743,179,2,73.32
2024-02-23,Instagram,110.49,10790,680,36,1561.52
2024-02-23,Email,179.53,12145,1227,157,7640.37
2024-02-24,Google Ads,570.82,7406,510,48,597.56
2024-02-24,Facebook Ads,371.61,3638,114,8,436.43
2024-02-24,Instagram,291.55,8759,393,25,1027.03
2024-02-24,Email,51.41,13819,1541,268,11703.89
2024-02-25,Google Ads,289.89,14839,795,90,5050.12
2024-02-25,Facebook Ads,316.35,12842,636,38,1599.62
2024-02-25,Instagram,145.22,11138,539,33,1915.13
2024-02-25,Email,97.83,14419,1410,216,6565.44
2024-02-26,Google Ads,348.56,7015,372,31,1207.14
2024-02-26,Facebook Ads,181.31,6512,270,22,343.14
2024-02-26,Instagram,126.82,14293,807,24,804.7
2024-02-26,Email,82.1,6664,719,86,2676.01
2024-02-27,Google Ads,414.66,10657,642,82,3060.46
2024-02-27,Facebook Ads,341.6,7346,310,14,312.24
2024-02-27,Instagram,365.9,12401,539,39,455.56
2024-02-27,Email,135.53,3622,342,50,1778.76
2024-02-28,Google Ads,384.1,3707,193,23,1069.98
2024-02-28,Facebook Ads,164.67,9416,418,42,733.09
2024-02-28,Instagram,237.24,2627,132,11,284.22
2024-02-28,Email,82.18,8679,784,117,5855.44
2024-02-29,Google Ads,279.6,7601,486,56,2429.9
2024-02-29,Facebook Ads,418.35,12291,595,42,1123.03
2024-02-29,Instagram,312.95,8624,461,16,659.61
2024-02-29,Email,59.95,5244,584,89,1924.63
2024-03-01,Google Ads,590.06,3156,167,25,422.37
2024-03-01,Facebook Ads,276.48,2232,79,9,245.69
2024-03-01,Instagram,389.91,7958,467,12,363.32
2024-03-01,Email,93.26,3665,395,73,4178.34
2024-03-02,Google Ads,482.44,4060,276,24,1243.13
2024-03-02,Facebook Ads,308.79,5667,260,12,671.42
2024-03-02,Instagram,269.74,2314,136,4,224.96
2024-03-02,Email,174.28,13433,1492,232,10134.66
2024-03-03,Google Ads,549.93,11918,507,47,2746.45
2024-03-03,Facebook Ads,281.86,3871,190,8,157.54
2024-03-03,Instagram,282.62,7009,357,33,866.4
2024-03-03,Email,133.1,7871,755,95,3731.44
2024-03-04,Google Ads,320.57,3489,214,25,814.95
2024-03-04,Facebook Ads,262.68,13447,491,45,2357.42
2024-03-04,Instagram,196.06,2559,98,8,297.48
2024-03-04,Email,52.9,3259,296,46,1144.34
2024-03-05,Google Ads,309.21,8145,603,67,2021.42
2024-03-05,Facebook Ads,495.09,4246,225,24,659.51
2024-03-05,Instagram,326.13,8192,349,18,962.91
2024-03-05,Email,92.07,6161,690,112,5853.93
2024-03-06,Google Ads,472.17,10085,604,68,3089.05
2024-03-06,Facebook Ads,236.42,7366,274,22,1046.73
2024-03-06,Instagram,167.44,5231,244,8,463.94
2024-03-06,Email,188.9,4356,437,51,895.24
2024-03-07,Google Ads,468.0,6451,321,43,1074.59
2024-03-07,Facebook Ads,352.88,3594,111,8,106.49
2024-03-07,Instagram,133.52,4786,180,10,257.2
2024-03-07,Email,79.12,3753,352,38,1810.59
2024-03-08,Google Ads,478.29,13595,644,78,3167.68
2024-03-08,Facebook Ads,440.36,5158,126,7,103.03
2024-03-08,Instagram,348.06,5255,291,19,741.08
2024-03-08,Email,152.35,7141,847,141,3474.87
2024-03-09,Google Ads,403.14,9710,679,69,1205.13
2024-03-09,Facebook Ads,336.1,2106,89,9,125.5
2024-03-09,Instagram,313.07,13891,699,70,3466.41
2024-03-09,Email,115.34,6629,690,101,3567.47
2024-03-10,Google Ads,351.42,6259,366,56,2233.06
2024-03-10,Facebook Ads,279.48,5667,74,3,154.63
2024-03-10,Instagram,357.7,11025,407,25,1414.13
2024-03-10,Email,128.92,11804,1144,185,7157.47
2024-03-11,Google Ads,289.36,3951,240,26,1099.2
2024-03-11,Facebook Ads,365.69,9312,520,56,818.42
2024-03-11,Instagram,185.84,14062,1027,47,2745.79
2024-03-11,Email,78.88,5657,578,91,1504.02
2024-03-12,Google Ads,267.98,13902,977,112,5861.06
2024-03-12,Facebook Ads,339.79,5553,276,22,1262.78
2024-03-12,Instagram,246.14,12372,443,21,503.34
2024-03-12,Email,85.75,11940,1255,193,9136.66
2024-03-13,Google Ads,273.06,5058,318,43,659.8
2024-03-13,Facebook Ads,418.18,12462,757,57,779.04
2024-03-13,Instagram,254.39,4770,279,11,234.24
2024-03-13,Email,106.54,11892,1258,166,2078.94
2024-03-14,Google Ads,401.67,6864,448,35,456.47
2024-03-14,Facebook Ads,295.76,3840,79,6,79.68
2024-03-14,Instagram,198.35,10603,523,46,567.44
2024-03-14,Email,185.8,2669,242,37,2110.73
2024-03-15,Google Ads,448.54,6273,351,46,1031.23
2024-03-15,Facebook Ads,321.66,6060,219,6,311.76
2024-03-15,Instagram,270.58,13225,589,30,1491.18
2024-03-15,Email,196.12,4064,393,57,2319.78
2024-03-16,Google Ads,381.7,8695,543,59,3512.13
2024-03-16,Facebook Ads,496.32,6878,268,6,154.9
2024-03-16,Instagram,123.06,14432,524,53,948.27
2024-03-16,Email,55.9,10431,1202,195,9201.17
2024-03-17,Google Ads,421.38,7637,431,54,1302.72
2024-03-17,Facebook Ads,461.18,10607,419,37,1092.18
2024-03-17,Instagram,422.95,4206,367,6,150.42
2024-03-17,Email,59.68,2766,303,49,2820.52
2024-03-18,Google Ads,260.48,2196,106,14,785.79
2024-03-18,Facebook Ads,303.38,7467,343,15,288.61
2024-03-18,Instagram,341.97,13093,673,45,2479.16
2024-03-18,Email,121.13,2272,293,50,2340.95
2024-03-19,Google Ads,451.48,3133,180,25,335.35
2024-03-19,Facebook Ads,190.02,13878,428,14,713.32
2024-03-19,Instagram,259.79,9517,382,21,655.0
2024-03-19,Email,97.61,7204,752,115,6509.16
2024-03-20,Google Ads,258.0,14892,1196,146,7785.2
2024-03-20,Facebook Ads,357.28,5887,189,12,568.33
2024-03-20,Instagram,331.94,5720,307,9,212.01
2024-03-20,Email,107.29,5649,523,84,3884.39
2024-03-21,Google Ads,234.04,10160,524,65,2145.19
2024-03-21,Facebook Ads,400.56,4556,190,15,161.76
2024-03-21,Instagram,204.9,8308,388,9,313.02
2024-03-21,Email,180.99,14095,1396,220,10789.15
2024-03-22,Google Ads,246.81,11440,533,67,2785.62
2024-03-22,Facebook Ads,378.8,2079,78,7,350.72
2024-03-22,Instagram,280.64,2754,192,14,411.16
2024-03-22,Email,121.16,2733,288,41,1084.09
2024-03-23,Google Ads,457.78,11137,543,71,3805.71
2024-03-23,Facebook Ads,477.19,2203,76,6,189.49
2024-03-23,Instagram,254.19,5831,284,22,412.98
2024-03-23,Email,66.9,10702,1045,146,3035.45
2024-03-24,Google Ads,362.11,7879,641,64,1478.3
2024-03-24,Facebook Ads,240.42,3883,179,14,775.89
2024-03-24,Instagram,133.03,11314,557,46,2730.17
2024-03-24,Email,131.18,6396,656,115,4028.45
2024-03-25,Google Ads,751.99,2938,157,5,104.28
2024-03-25,Facebook Ads,497.73,14266,526,11,399.6
2024-03-25,Instagram,205.2,7789,493,12,187.57
2024-03-25,Email,77.27,8060,780,101,1453.51
2024-03-26,Google Ads,639.13,4479,327,12,488.46
2024-03-26,Facebook Ads,176.23,2597,105,6,347.78
2024-03-26,Instagram,336.57,5513,271,17,335.86
2024-03-26,Email,67.14,3058,311,48,829.33
2024-03-27,Google Ads,385.59,2937,120,16,550.07
2024-03-27,Facebook Ads,417.86,5098,187,21,460.25
2024-03-27,Instagram,170.12,12554,555,30,1594.33
2024-03-27,Email,156.25,13292,1225,149,6223.68
2024-03-28,Google Ads,595.3,10579,720,111,3912.14
2024-03-28,Facebook Ads,186.94,5307,216,15,285.51
2024-03-28,Instagram,132.83,6160,328,26,798.24
2024-03-28,Email,110.12,4035,367,62,2191.87
2024-03-29,Google Ads,215.27,14298,657,73,3609.33
2024-03-29,Facebook Ads,381.54,3407,63,3,74.14
2024-03-29,Instagram,362.09,11651,387,26,1084.52
2024-03-29,Email,50.31,10092,1034,156,8003.27
2024-03-30,Google Ads,326.66,2568,152,15,306.68
2024-03-30,Facebook Ads,369.53,13979,654,50,981.74
2024-03-30,Instagram,248.7,8755,393,30,787.55
2024-03-30,Email,71.06,3392,280,33,828.89
2024-03-31,Google Ads,552.16,7326,513,54,2824.04
2024-03-31,Facebook Ads,487.49,3597,192,14,821.93
2024-03-31,Instagram,323.11,4747,306,14,679.11
2024-03-31,Email,88.32,14519,1725,315,7174.26
2024-04-01,Google Ads,308.47,3788,244,20,723.55
2024-04-01,Facebook Ads,270.4,7668,288,25,1043.44
2024-04-01,Instagram,198.28,8202,446,33,1528.25
2024-04-01,Email,57.92,10962,961,149,1522.74
2024-04-02,Google Ads,449.16,6711,337,43,1824.2
2024-04-02,Facebook Ads,463.51,5330,167,7,120.52
2024-04-02,Instagram,329.52,5786,188,3,95.57
2024-04-02,Email,125.5,9812,1010,162,2257.58
2024-04-03,Google Ads,503.69,11336,341,39,657.66
2024-04-03,Facebook Ads,272.34,12233,585,39,2028.35
2024-04-03,Instagram,355.84,3049,127,7,183.11
2024-04-03,Email,164.19,12819,1125,140,8152.79
2024-04-04,Google Ads,389.25,9695,489,62,1603.03
2024-04-04,Facebook Ads,414.93,11458,426,44,481.59
2024-04-04,Instagram,131.67,4913,241,12,536.58
2024-04-04,Email,132.23,3135,294,40,2172.11
2024-04-05,Google Ads,537.37,9237,691,81,1664.3
2024-04-05,Facebook Ads,469.0,9849,541,28,1328.98
2024-04-05,Instagram,251.73,10112,494,13,703.81
2024-04-05,Email,53.27,5307,485,61,1536.12
2024-04-06,Google Ads,389.31,5132,324,43,2330.65
2024-04-06,Facebook Ads,263.36,9936,363,19,704.65
2024-04-06,Instagram,340.42,7958,555,37,2031.87
2024-04-06,Email,78.76,3608,358,57,2616.73
2024-04-07,Google Ads,571.2,3631,206,28,1159.17
2024-04-07,Facebook Ads,220.89,7908,178,12,356.2
2024-04-07,Instagram,147.85,6762,380,37,2205.41
2024-04-07,Email,174.26,3912,327,49,1075.24
2024-04-08,Google Ads,427.72,7389,320,30,1779.67
2024-04-08,Facebook Ads,471.48,14908,632,51,3059.44
2024-04-08,Instagram,314.5,4874,250,7,223.02
2024-04-08,Email,95.15,10067,882,121,5904.4
2024-04-09,Google Ads,407.55,5264,260,33,433.52
2024-04-09,Facebook Ads,323.03,10462,529,27,1608.98
2024-04-09,Instagram,298.16,2392,122,6,199.57
2024-04-09,Email,78.75,5965,579,96,5620.17
2024-04-10,Google Ads,412.71,10297,719,94,4494.4
2024-04-10,Facebook Ads,170.68,3051,113,8,367.27
2024-04-10,Instagram,312.08,9789,360,23,1219.25
2024-04-10,Email,163.4,14112,1215,137,4596.99
2024-04-11,Google Ads,404.49,10140,484,61,2821.88
2024-04-11,Facebook Ads,222.53,7156,247,23,1181.58
2024-04-11,Instagram,309.74,5852,296,18,252.42
2024-04-11,Email,120.09,12852,1319,215,10378.35
2024-04-12,Google Ads,517.96,11558,844,110,4413.12
2024-04-12,Facebook Ads,492.93,8425,276,10,378.15
2024-04-12,Instagram,265.12,14460,842,67,2395.99
2024-04-12,Email,63.64,12106,1109,198,6836.29
2024-04-13,Google Ads,202.5,6364,398,31,846.1
2024-04-13,Facebook Ads,200.51,12710,318,26,1398.86
2024-04-13,Instagram,128.99,13266,731,19,834.96
2024-04-13,Email,157.49,12810,1196,193,7306.07
2024-04-14,Google Ads,253.3,7633,435,65,1924.37
2024-04-14,Facebook Ads,347.73,11943,423,40,927.32
2024-04-14,Instagram,359.53,13707,821,41,1525.88
2024-04-14,Email,135.5,13753,1099,180,9442.7
2024-04-15,Google Ads,515.44,8898,509,40,2212.2
2024-04-15,Facebook Ads,180.21,13750,508,36,1223.45
2024-04-15,Instagram,393.26,4428,269,17,480.69
2024-04-15,Email,181.25,4686,432,52,1391.13
2024-04-16,Google Ads,315.89,4253,336,42,1503.01
2024-04-16,Facebook Ads,356.62,11267,443,23,1346.37
2024-04-16,Instagram,236.77,5367,264,7,244.48
2024-04-16,Email,118.16,7733,771,124,6516.14
2024-04-17,Google Ads,240.68,2947,224,31,1320.04
2024-04-17,Facebook Ads,357.44,10620,342,30,1014.05
2024-04-17,Instagram,245.06,7114,431,26,316.13
2024-04-17,Email,68.91,13312,1552,234,3243.22
2024-04-18,Google Ads,231.01,13834,910,109,4551.2
2024-04-18,Facebook Ads,208.35,10217,471,50,2223.19
2024-04-18,Instagram,309.01,10354,253,23,1049.68
2024-04-18,Email,159.27,3301,352,42,1611.4
2024-04-19,Google Ads,593.34,13645,1027,138,7236.01
2024-04-19,Facebook Ads,259.48,2325,109,9,92.15
2024-04-19,Instagram,160.03,12130,462,22,629.62
2024-04-19,Email,131.35,9355,826,41,1537.3
2024-04-20,Google Ads,588.96,3332,160,16,750.68
2024-04-20,Facebook Ads,243.3,9447,425,42,924.19
2024-04-20,Instagram,378.96,4562,227,23,992.85
2024-04-20,Email,84.93,6519,627,107,2875.23
2024-04-21,Google Ads,255.49,6159,245,32,1276.69
2024-04-21,Facebook Ads,199.45,3734,134,14,244.4
2024-04-21,Instagram,225.67,12947,655,35,1573.47
2024-04-21,Email,88.87,6113,668,101,3129.66
2024-04-22,Google Ads,360.15,14991,786,85,4644.68
2024-04-22,Facebook Ads,443.8,10128,396,33,1741.84
2024-04-22,Instagram,334.7,6253,401,22,918.39
2024-04-22,Email,93.89,11820,991,144,4263.13
2024-04-23,Google Ads,223.45,6189,416,62,1982.35
2024-04-23,Facebook Ads,166.66,7213,208,20,1102.06
2024-04-23,Instagram,354.86,11811,664,10,283.74
2024-04-23,Email,196.78,8449,838,101,5531.85
2024-04-24,Google Ads,415.4,11855,585,45,2550.93
2024-04-24,Facebook Ads,391.51,10748,398,37,1382.28
2024-04-24,Instagram,199.84,12684,625,39,1875.32
2024-04-24,Email,153.89,6763,597,82,2875.95
2024-04-25,Google Ads,544.13,5172,315,52,1423.29
2024-04-25,Facebook Ads,447.13,11559,450,26,1106.4
2024-04-25,Instagram,308.74,12613,631,46,526.07
2024-04-25,Email,170.79,3928,452,78,2513.71
2024-04-26,Google Ads,249.15,10061,705,79,2355.32
2024-04-26,Facebook Ads,270.57,8824,235,23,929.31
2024-04-26,Instagram,280.84,7281,445,33,1462.98
2024-04-26,Email,53.14,6119,687,99,1427.31
2024-04-27,Google Ads,335.69,6080,406,14,804.34
2024-04-27,Facebook Ads,218.58,7826,189,18,719.74
2024-04-27,Instagram,356.99,13537,880,44,2581.7
2024-04-27,Email,159.74,8355,731,102,1485.09
2024-04-28,Google Ads,341.89,9409,678,94,4555.02
2024-04-28,Facebook Ads,329.25,9952,478,42,948.94
2024-04-28,Instagram,159.39,2226,97,7,363.49
2024-04-28,Email,102.93,13306,1391,213,11101.19
2024-04-29,Google Ads,578.85,10914,453,60,1903.61
2024-04-29,Facebook Ads,350.74,9366,347,19,442.98
2024-04-29,Instagram,158.45,9908,616,57,1633.35
2024-04-29,Email,51.24,4660,438,73,2679.02
2024-04-30,Google Ads,225.7,7478,509,42,1172.98
2024-04-30,Facebook Ads,283.6,13702,449,41,678.29
2024-04-30,Instagram,364.8,14223,683,47,2598.55
2024-04-30,Email,122.28,9177,953,142,6774.62
2024-05-01,Google Ads,493.07,11912,675,71,1872.73
2024-05-01,Facebook Ads,448.74,5907,172,11,396.38
2024-05-01,Instagram,336.36,2484,143,6,144.06
2024-05-01,Email,143.39,11063,1172,214,4113.49
2024-05-02,Google Ads,425.5,11381,837,105,2947.13
2024-05-02,Facebook Ads,150.53,2580,74,4,108.03
2024-05-02,Instagram,218.34,6733,362,25,1445.92
2024-05-02,Email,169.06,5807,608,107,2939.48
2024-05-03,Google Ads,395.81,14796,979,124,6828.64
2024-05-03,Facebook Ads,462.42,9766,409,32,1433.72
2024-05-03,Instagram,396.5,10177,651,49,2878.05
